id,cost
1,14.8249470023
2,14.7641386103
3,14.5817134343
4,14.2776714744
5,13.3655455945
6,11.8453357947
7,8.80491619501
8,0.0
9,14.8249470023
10,14.7641386103
11,14.5817134343
12,14.2776714744
13,13.3655455945
14,11.8453357947
15,8.80491619501
16,0.0
17,14.8249470023
18,14.7641386103
19,14.5817134343
20,14.2776714744
21,13.3655455945
22,11.8453357947
23,8.80491619501
24,0.0
25,14.8249470023
26,14.7641386103
27,14.5817134343
28,14.2776714744
29,13.3655455945
30,11.8453357947
31,8.80491619501
32,0.0
33,14.8249470023
34,14.7641386103
35,14.5817134343
36,14.2776714744
37,13.3655455945
38,11.8453357947
39,8.80491619501
40,0.0
41,21.1225597827
42,22.451275957
43,14.7187896404
44,14.8249470023
45,14.7641386103
46,14.5817134343
47,14.2776714744
48,13.3655455945
49,11.8453357947
50,8.80491619501
51,0.0
52,14.8249470023
53,14.7033302183
54,14.5817134343
55,20.4961039779
56,22.6178293664
57,22.2810114468
58,14.5936465722
59,14.4720297882
60,14.1679878282
61,13.8639458683
62,13.2558619483
63,14.8249470023
64,14.7641386103
65,14.5817134343
66,14.2776714744
67,13.3655455945
68,11.8453357947
69,8.80491619501
70,0.0
71,14.5813010898
72,14.2772591298
73,13.9732171699
74,13.6691752099
75,22.6174170219
76,14.8249470023
77,14.7641386103
78,14.5817134343
79,14.2776714744
80,13.3655455945
81,11.8453357947
82,8.80491619501
83,0.0
84,14.714666195
85,14.700031462
86,14.5176062861
87,14.3351811101
88,14.1527559341
89,14.8249470023
90,14.7641386103
91,14.5817134343
92,14.2776714744
93,13.3655455945
94,11.8453357947
95,8.80491619501
96,0.0
97,22.5151555774
98,14.8249470023
99,14.7641386103
100,14.5817134343
101,14.2776714744
102,13.3655455945
103,11.8453357947
104,8.80491619501
105,0.0
106,14.8249470023
107,14.7641386103
108,14.5817134343
109,14.2776714744
110,13.3655455945
111,11.8453357947
112,8.80491619501
113,0.0
114,14.6577626493
115,14.6989971027
116,14.8245346578
117,14.7637262658
118,14.7029178738
119,14.6421094818
120,14.8249470023
121,14.7641386103
122,14.7033302183
123,14.5817134343
124,14.8245346578
125,14.7637262658
126,14.5813010898
127,14.2772591298
128,13.3651332499
129,11.8449234501
130,8.80450385048
131,14.7175526068
132,14.7004438066
133,14.5788270226
134,14.4572102386
135,14.3355934546
136,14.2041836615
137,14.2657134829
138,13.9616715229
139,13.6576295629
140,13.353587603
141,22.5728838122
142,14.8249470023
143,14.7641386103
144,14.5817134343
145,14.2776714744
146,13.3655455945
147,11.8453357947
148,8.80491619501
149,0.0
150,22.6161799883
151,14.8245346578
152,14.7637262658
153,14.5813010898
154,14.2772591298
155,13.3651332499
156,11.8449234501
157,8.80450385048
158,0.0
159,14.8249470023
160,14.7641386103
161,14.7033302183
162,14.6425218263
163,14.5817134343
164,14.2776714744
165,13.3655455945
166,11.8453357947
167,14.8245346578
168,14.7637262658
